Median House Value,Median Income,House Age,Average Rooms,Average Bedrooms,Population,Average Occupancy,Latitude,Longitude
27.2800,6.5987,24.0,7.375566,1.036199,1383.0,3.128959,33.72,-117.82
26.1300,2.1719,17.0,5.808743,1.032787,363.0,1.983607,33.73,-117.81
20.1399,4.8210,16.0,5.121331,0.990215,1317.0,2.577299,33.72,-117.8
30.2400,7.3769,16.0,7.682997,1.115274,1227.0,3.536023,33.71,-117.81
27.6500,6.8634,24.0,7.183884,0.954545,1593.0,3.291322,33.72,-117.82
18.7200,5.4248,15.0,5.292776,1.015209,681.0,2.589354,33.7,-117.77
18.4100,3.7988,14.0,4.180473,1.100592,744.0,2.201183,33.69,-117.77
15.4000,5.0631,15.0,4.310345,0.974138,261.0,2.250000,33.69,-117.77
5.5000,2.1406,16.0,4.958333,1.014881,479.0,1.425595,33.69,-117.77
23.8899,5.1299,16.0,5.776413,0.990172,2529.0,3.106880,33.69,-117.78
31.5600,6.1150,19.0,7.645260,1.012232,1027.0,3.140673,33.68,-117.78
29.5500,6.0961,16.0,6.967213,1.026639,1575.0,3.227459,33.69,-117.78
32.5500,6.8219,16.0,6.678832,1.087591,1429.0,3.476886,33.69,-117.8
31.3900,5.7115,16.0,6.177419,0.967742,679.0,2.737903,33.69,-117.79
32.6100,6.8722,16.0,6.682274,1.030100,818.0,2.735786,33.68,-117.79
30.6700,4.4391,14.0,5.280561,1.034068,1150.0,2.304609,33.68,-117.8
25.0999,4.2083,14.0,4.825737,0.970509,874.0,2.343164,33.69,-117.8
32.8000,7.9887,15.0,6.837134,1.048860,873.0,2.843648,33.69,-117.8
22.5000,3.6310,5.0,4.580882,1.073529,396.0,2.911765,33.68,-117.8
27.4100,6.9133,8.0,5.976471,1.026471,862.0,2.535294,33.68,-117.8
34.2900,7.7589,8.0,6.376900,1.039514,908.0,2.759878,33.67,-117.81
24.2499,4.6019,8.0,5.051760,1.039337,1113.0,2.304348,33.67,-117.81
19.9600,5.2124,9.0,5.329932,1.017007,675.0,2.295918,33.67,-117.81
27.5000,7.2025,9.0,6.324675,1.028571,1194.0,3.101299,33.67,-117.81
29.6600,7.4581,9.0,6.429412,1.039216,1447.0,2.837255,33.67,-117.81
19.2200,5.1583,8.0,4.837438,1.017241,913.0,2.248768,33.68,-117.81
23.4300,6.0634,15.0,5.935275,1.067961,841.0,2.721683,33.68,-117.78
23.6800,4.6792,14.0,5.833333,1.120000,852.0,2.840000,33.68,-117.78
31.1500,7.2118,13.0,6.524752,1.029703,1137.0,2.814356,33.68,-117.79
23.5600,4.0187,11.0,4.851582,1.160584,849.0,2.065693,33.68,-117.78
26.5900,5.7858,9.0,5.498316,0.993266,928.0,3.124579,33.68,-117.79
37.5300,8.7350,10.0,6.343373,0.960843,1002.0,3.018072,33.68,-117.79
24.0000,5.7759,5.0,5.495833,1.085417,1179.0,2.456250,33.67,-117.8
30.2500,8.2840,5.0,6.264484,0.977330,1147.0,2.889169,33.67,-117.8
32.9100,6.7962,4.0,6.205937,1.024119,1525.0,2.829314,33.67,-117.8
45.0000,2.4232,5.0,4.361111,0.888889,880.0,3.055556,33.69,-117.81
50.0000,4.5469,4.0,5.219595,1.027027,788.0,2.662162,33.68,-117.81
36.0600,8.7974,4.0,6.146119,0.972603,603.0,2.753425,33.68,-117.82
33.3600,7.9187,3.0,6.312757,1.016461,1357.0,2.792181,33.68,-117.82
29.0700,6.2760,17.0,6.433333,0.975556,1588.0,3.528889,33.67,-117.82
18.4500,4.1651,4.0,4.032500,1.047500,1666.0,2.082500,33.68,-117.83
35.8000,6.1395,3.0,5.725222,1.175665,3068.0,2.472200,33.68,-117.82
16.0200,4.5094,12.0,4.426380,1.092025,1913.0,1.956033,33.67,-117.77
27.8700,6.5743,10.0,7.072864,1.082915,1181.0,2.967337,33.72,-117.77
30.4700,7.8139,9.0,6.645062,0.975309,954.0,2.944444,33.72,-117.77
37.9800,8.1111,13.0,7.946721,1.012295,928.0,3.803279,33.71,-117.77
37.5700,7.5847,5.0,6.772575,0.976589,1986.0,3.321070,33.71,-117.77
22.7800,5.5631,4.0,5.486667,1.070000,859.0,2.863333,33.71,-117.77
33.1200,7.3518,16.0,7.165584,0.944805,1081.0,3.509740,33.71,-117.78
19.5400,4.6141,4.0,4.798030,1.142857,428.0,2.108374,33.71,-117.78
29.1300,7.2074,3.0,6.488189,1.110236,3318.0,2.612598,33.73,-117.79
23.3900,5.4090,16.0,8.151961,1.225490,597.0,2.926471,33.7,-117.78
24.7100,6.3298,16.0,5.618492,0.985637,3785.0,3.397666,33.7,-117.79
28.3200,6.2162,16.0,6.639659,0.987207,1641.0,3.498934,33.71,-117.79
31.3400,7.1069,16.0,7.683636,1.044848,3132.0,3.796364,33.71,-117.79
23.9500,4.4286,6.0,4.203166,0.978892,832.0,2.195251,33.7,-117.79
19.4000,5.2923,5.0,4.363380,1.064789,735.0,2.070423,33.7,-117.8
22.7700,5.1741,16.0,5.803279,1.020492,636.0,2.606557,33.7,-117.79
24.4800,6.5783,15.0,5.933544,1.000000,890.0,2.816456,33.69,-117.79
34.0000,8.7385,16.0,8.244624,1.064516,1275.0,3.427419,33.69,-117.79
33.3300,3.3438,13.0,3.922297,0.976351,630.0,2.128378,33.69,-117.8
43.3300,4.1304,38.0,4.124413,1.089202,821.0,1.927230,33.55,-117.8
50.0000,7.8660,36.0,6.656958,1.064725,658.0,2.129450,33.56,-117.79
50.0000,10.9601,24.0,8.321809,1.333777,1730.0,2.300532,33.56,-117.81
50.0000,5.8371,35.0,5.482759,1.135279,724.0,1.920424,33.55,-117.8
23.7500,3.7059,33.0,3.528571,1.142857,167.0,2.385714,33.6,-117.77
50.0000,4.1590,41.0,5.004963,1.213400,783.0,1.942928,33.53,-117.8
45.0000,2.2969,29.0,4.191740,1.362832,520.0,1.533923,33.54,-117.78
45.2100,3.8210,39.0,4.535363,1.156670,1915.0,1.714414,33.55,-117.79
37.8200,5.0907,21.0,6.239971,1.106017,3173.0,2.272923,33.54,-117.75
50.0000,4.4464,29.0,5.953566,1.280265,1070.0,1.774461,33.51,-117.77
49.9099,6.7861,28.0,7.386861,1.083942,617.0,2.251825,33.55,-117.77
19.4400,4.8488,5.0,5.961175,1.241911,4327.0,2.153808,33.57,-117.73
45.0000,3.8750,16.0,4.000000,1.000000,15.0,3.000000,33.67,-117.86
35.0000,2.5197,15.0,3.869732,1.049808,649.0,2.486590,33.67,-117.82
27.5000,3.7976,17.0,4.703571,1.144643,1454.0,2.596429,33.67,-117.83
27.2800,6.5355,15.0,5.233333,0.973333,747.0,1.660000,33.66,-117.83
29.1700,5.3423,16.0,4.336088,1.060606,515.0,1.418733,33.66,-117.83
26.9000,6.3766,24.0,6.379870,1.073052,1831.0,2.972403,33.67,-117.81
22.3400,4.0000,16.0,5.145749,1.008097,1022.0,2.068826,33.66,-117.8
38.3900,10.0757,16.0,6.147826,0.830435,635.0,2.760870,33.66,-117.81
27.4200,5.8752,20.0,6.157667,1.058315,1192.0,2.574514,33.66,-117.81
27.8400,6.4238,24.0,7.176570,1.088285,1605.0,2.724958,33.66,-117.82
19.8300,2.4131,11.0,4.198895,1.036832,6083.0,3.734193,33.64,-117.84
50.0000,7.7900,25.0,6.514368,1.031609,866.0,2.488506,33.61,-117.87
50.0000,8.6001,15.0,7.138702,1.078300,930.0,2.080537,33.61,-117.86
50.0000,10.1275,27.0,7.493421,1.039474,772.0,2.539474,33.55,-117.88
50.0000,9.0519,21.0,7.432292,1.010417,1443.0,2.505208,33.6,-117.84
50.0000,7.9367,23.0,9.176812,1.191304,1092.0,3.165217,33.62,-117.86
50.0000,10.1989,17.0,7.474874,0.932161,1247.0,3.133166,33.62,-117.86
50.0000,10.3893,18.0,6.750000,0.972222,316.0,2.925926,33.62,-117.85
50.0000,7.5674,14.0,6.477612,1.105970,1505.0,2.246269,33.61,-117.85
50.0000,15.0001,13.0,7.842900,0.993958,1865.0,2.817221,33.62,-117.85
50.0000,5.3099,17.0,5.795880,1.031835,1175.0,2.200375,33.63,-117.86
50.0000,7.2217,28.0,7.304721,1.066524,1134.0,2.433476,33.54,-117.77
46.6399,6.9257,28.0,6.965944,1.018576,826.0,2.557276,33.54,-117.76
37.3700,4.1699,47.0,5.309278,1.120275,1105.0,1.898625,33.54,-117.77
38.4700,3.2708,46.0,4.611607,0.995536,462.0,2.062500,33.53,-117.77
50.0000,3.0530,50.0,5.120000,1.515556,519.0,2.306667,33.52,-117.8
42.6100,7.9794,28.0,6.427083,1.039583,1176.0,2.450000,33.53,-117.76
39.1900,8.4614,18.0,5.558621,0.967241,1310.0,2.258621,33.53,-117.76
50.0000,10.6349,24.0,6.340361,1.042169,712.0,2.144578,33.53,-117.76
44.5600,5.1837,32.0,5.738490,1.217311,1105.0,2.034991,33.53,-117.77
50.0000,6.6178,44.0,6.839552,1.235075,515.0,1.921642,33.51,-117.78
16.1800,5.5137,15.0,4.904437,1.010239,1382.0,2.358362,33.63,-117.73
23.1400,5.6877,16.0,5.548993,0.993289,2103.0,2.822819,33.62,-117.74
18.2300,5.5342,9.0,4.610701,0.907749,1111.0,2.049815,33.64,-117.75
11.0000,3.1679,21.0,5.080963,1.133479,662.0,1.448578,33.62,-117.72
10.5800,2.8583,19.0,4.100358,0.960573,365.0,1.308244,33.62,-117.72
8.0300,2.3950,25.0,4.798722,1.146965,891.0,1.423323,33.61,-117.71
16.2500,1.9000,15.0,6.742574,1.262376,378.0,1.871287,33.63,-117.72
8.6900,2.7634,19.0,4.715918,1.029388,1711.0,1.396735,33.62,-117.72
18.6800,4.8611,16.0,4.876033,1.074380,178.0,1.471074,33.61,-117.73
24.1699,3.4706,16.0,3.517691,1.098696,686.0,1.277467,33.62,-117.74
22.9800,3.7422,16.0,5.042125,1.054945,857.0,1.569597,33.61,-117.74
18.0800,3.5625,17.0,4.776524,1.069977,662.0,1.494357,33.61,-117.74
18.6500,3.1779,17.0,4.787356,1.084291,781.0,1.496169,33.61,-117.75
25.5600,4.9000,5.0,5.215190,1.227848,1727.0,1.821730,33.6,-117.75
22.7599,3.2845,16.0,4.642127,0.997955,709.0,1.449898,33.61,-117.75
12.0600,2.6759,17.0,4.631206,1.031915,832.0,1.475177,33.61,-117.73
32.2600,3.6484,16.0,3.456268,1.056851,1738.0,2.533528,33.61,-117.7
7.4300,2.3774,26.0,4.867804,1.078891,634.0,1.351812,33.6,-117.7
22.9800,3.5521,8.0,5.292528,1.197138,1312.0,2.085851,33.6,-117.71
7.4800,2.3386,25.0,4.603976,1.091743,893.0,1.365443,33.6,-117.71
8.0400,2.5684,26.0,4.517778,1.028889,618.0,1.373333,33.61,-117.72
8.1100,2.4900,26.0,4.542808,1.063356,774.0,1.325342,33.61,-117.72
7.4100,2.6848,26.0,4.594268,1.095023,888.0,1.339367,33.61,-117.71
7.2300,2.3438,26.0,4.541833,1.095618,669.0,1.332669,33.61,-117.71
7.2500,2.7601,25.0,4.553738,1.072430,602.0,1.406542,33.6,-117.71
8.0600,2.6250,26.0,4.908654,1.105769,301.0,1.447115,33.6,-117.7
7.7100,3.1131,25.0,4.751799,1.061151,396.0,1.424460,33.6,-117.7
19.0900,4.1678,11.0,5.117123,1.092934,3445.0,2.192871,33.59,-117.7
23.0399,4.5833,5.0,3.888889,1.000000,384.0,2.245614,33.66,-117.84
23.1599,3.7857,5.0,4.199005,1.069652,857.0,2.131841,33.66,-117.84
22.5000,2.2262,4.0,4.012165,1.109489,1030.0,2.506083,33.65,-117.84
29.6200,7.9217,4.0,5.106061,1.000000,511.0,2.580808,33.66,-117.83
18.7500,3.7875,9.0,2.726496,1.136752,426.0,1.820513,33.65,-117.83
25.0400,4.1102,8.0,5.385965,1.067669,950.0,2.380952,33.65,-117.83
38.7500,6.4967,15.0,6.180905,1.123116,1049.0,2.635678,33.66,-117.82
41.0400,8.1093,17.0,7.315359,0.996732,1798.0,2.937908,33.63,-117.81
36.2500,6.3822,18.0,7.360140,1.055944,830.0,2.902098,33.65,-117.82
27.0800,4.1944,8.0,2.909091,0.818182,26.0,2.363636,33.63,-117.8
45.0399,8.8693,8.0,6.307801,1.011348,1680.0,2.382979,33.64,-117.8
49.3000,11.1121,15.0,7.778846,1.084135,1289.0,3.098558,33.63,-117.8
50.0000,9.8589,18.0,7.100719,0.935252,808.0,2.906475,33.64,-117.82
44.2100,11.0138,16.0,7.306991,1.060790,868.0,2.638298,33.64,-117.81
50.0000,12.3411,4.0,7.472103,0.965665,811.0,3.480687,33.64,-117.81
50.0000,8.8742,31.0,5.692946,1.094398,1938.0,2.010373,33.6,-117.88
50.0000,6.6155,20.0,6.106464,1.087452,1064.0,2.022814,33.6,-117.87
50.0000,5.1155,35.0,3.888078,0.968370,782.0,1.902676,33.6,-117.87
50.0000,6.6544,44.0,6.681818,1.058824,910.0,2.433155,33.59,-117.87
50.0000,5.2949,33.0,5.641953,1.088608,1155.0,2.088608,33.6,-117.87
50.0000,6.6265,30.0,6.022293,1.159236,635.0,2.022293,33.6,-117.86
48.2900,4.4980,34.0,4.756267,1.084958,1275.0,1.775766,33.6,-117.87
50.0000,7.8164,36.0,7.369458,1.216749,441.0,2.172414,33.6,-117.89
50.0000,4.0763,41.0,5.530909,1.192727,527.0,1.916364,33.61,-117.9
50.0000,4.8000,40.0,6.580189,1.252358,952.0,2.245283,33.61,-117.91
50.0000,5.1048,37.0,5.353846,1.307692,673.0,1.725641,33.6,-117.91
50.0000,7.2988,37.0,9.166667,1.344262,921.0,2.516393,33.57,-117.92
50.0000,3.6538,25.0,5.222458,1.239407,906.0,1.919492,33.6,-117.9
50.0000,3.5682,23.0,6.026667,1.360000,539.0,1.796667,33.61,-117.92
50.0000,11.0750,38.0,7.204678,1.040936,410.0,2.397661,33.61,-117.91
50.0000,10.3682,37.0,8.077922,1.123377,394.0,2.558442,33.61,-117.92
50.0000,10.3048,36.0,8.134921,1.190476,316.0,2.507937,33.61,-117.92
50.0000,11.2160,36.0,8.443836,1.246575,771.0,2.112329,33.61,-117.91
34.5400,4.7024,21.0,5.223921,1.250137,3162.0,1.726925,33.63,-117.88
9.3800,3.0625,24.0,4.305085,1.008475,465.0,1.970339,33.62,-117.89
39.2200,8.5574,16.0,6.466905,1.019678,1209.0,2.162791,33.64,-117.88
50.0000,13.1738,19.0,7.893733,1.125341,860.0,2.343324,33.61,-117.9
35.0000,6.3017,16.0,5.704492,1.321513,656.0,1.550827,33.61,-117.89
50.0000,6.0247,41.0,6.302817,1.271127,540.0,1.901408,33.61,-117.89
50.0000,5.0000,42.0,5.224900,1.124498,539.0,2.164659,33.61,-117.89
50.0000,5.1923,44.0,6.403614,1.274096,745.0,2.243976,33.61,-117.89
50.0000,5.6336,40.0,5.895683,1.266187,498.0,1.791367,33.6,-117.89
50.0000,4.2222,45.0,5.740854,1.277439,653.0,1.990854,33.61,-117.89
50.0000,3.4937,44.0,5.522556,1.172932,507.0,1.906015,33.61,-117.9
50.0000,10.2849,26.0,7.807095,1.008869,1336.0,2.962306,33.64,-117.87
50.0000,5.4284,4.0,5.067227,1.074230,1326.0,1.857143,33.65,-117.86
50.0000,10.8289,9.0,6.825028,1.111849,1912.0,2.117386,33.63,-117.87
50.0000,15.0001,15.0,8.062044,1.003650,735.0,2.682482,33.62,-117.87
47.7299,5.9055,24.0,6.470822,1.002653,1777.0,2.356764,33.65,-117.88
50.0000,10.1454,26.0,8.171220,1.009107,1598.0,2.910747,33.63,-117.9
10.6300,3.1985,20.0,3.523030,1.561924,1427.0,1.460594,33.63,-117.91
45.0699,6.1426,32.0,6.621974,0.970205,1381.0,2.571695,33.63,-117.9
45.5000,3.2125,26.0,4.352000,1.002667,598.0,1.594667,33.63,-117.9
50.0000,7.1148,28.0,6.829971,1.014409,832.0,2.397695,33.63,-117.9
29.5400,3.5426,26.0,5.301322,1.096035,2673.0,2.355066,33.66,-117.88
26.5200,4.1372,33.0,4.911202,1.072404,1621.0,2.214481,33.66,-117.89
22.5999,3.6042,13.0,4.461957,1.149457,841.0,2.285326,33.66,-117.9
24.5500,4.6807,24.0,5.258480,1.025731,1928.0,2.254971,33.65,-117.9
25.3100,5.5422,32.0,5.123596,1.029963,1279.0,2.395131,33.66,-117.89
44.1099,6.6320,27.0,5.879218,1.062167,1402.0,2.490231,33.65,-117.9
33.9800,3.9375,28.0,5.303226,1.090323,1081.0,2.324731,33.64,-117.9
26.1800,5.2549,28.0,4.519912,0.951327,1108.0,2.451327,33.65,-117.9
27.2300,4.4135,30.0,4.773913,1.056522,1131.0,2.458696,33.65,-117.9
21.7899,2.6250,24.0,3.484252,1.263780,590.0,2.322835,33.65,-117.91
28.4100,3.4125,30.0,4.489011,1.024725,771.0,2.118132,33.65,-117.9
27.6800,2.2222,17.0,3.860465,1.095930,762.0,2.215116,33.65,-117.91
26.8400,3.9306,37.0,4.582569,1.082569,1030.0,2.362385,33.64,-117.91
31.0900,5.0532,36.0,5.795977,1.025862,850.0,2.442529,33.64,-117.9
32.5400,4.8098,29.0,5.067485,0.950920,832.0,2.552147,33.64,-117.91
32.6100,3.6406,40.0,5.379121,0.914835,876.0,2.406593,33.64,-117.91
31.1100,2.7264,32.0,4.547847,0.956938,946.0,2.263158,33.63,-117.91
31.7900,4.9643,34.0,5.059184,1.002041,1131.0,2.308163,33.63,-117.92
33.5700,4.9125,30.0,5.026699,1.000000,1081.0,2.623786,33.63,-117.91
26.8800,3.1305,25.0,4.310078,1.124031,985.0,1.908915,33.64,-117.92
30.7600,2.8553,38.0,4.339844,1.058594,1067.0,2.083984,33.64,-117.91
23.6400,3.5161,24.0,4.501441,1.270893,696.0,2.005764,33.63,-117.92
40.7000,3.5388,32.0,5.031390,1.044843,557.0,2.497758,33.63,-117.91
47.1300,5.2416,37.0,5.349081,0.994751,837.0,2.196850,33.62,-117.92
49.0800,7.8496,39.0,6.528889,1.004444,553.0,2.457778,33.63,-117.92
45.8500,6.5842,35.0,5.762658,1.060127,727.0,2.300633,33.62,-117.92
50.0000,5.9196,27.0,8.852217,1.689655,435.0,2.142857,33.61,-117.91
50.0000,4.4063,32.0,4.687793,1.002347,944.0,2.215962,33.62,-117.91
50.0000,9.2175,35.0,6.268734,0.927649,937.0,2.421189,33.62,-117.91
31.2500,5.3369,18.0,5.340278,1.475694,425.0,1.475694,33.61,-117.92
50.0000,4.5658,33.0,5.744681,1.264438,859.0,2.610942,33.62,-117.93
48.4600,5.6315,34.0,4.540598,1.064103,1052.0,2.247863,33.62,-117.93
43.9100,6.5928,28.0,5.057307,1.117479,832.0,2.383954,33.62,-117.94
50.0000,6.0516,29.0,6.958140,1.311628,463.0,2.153488,33.63,-117.95
47.1400,5.2333,34.0,4.868020,1.167513,384.0,1.949239,33.6,-117.96
36.6700,3.8125,27.0,5.044693,1.298883,791.0,2.209497,33.61,-117.93
50.0000,7.0516,37.0,5.375610,1.043902,807.0,1.968293,33.62,-117.93
50.0000,3.6607,25.0,4.771084,1.060241,569.0,2.285141,33.62,-117.94
22.2100,5.6637,20.0,5.686397,1.114226,2327.0,2.416407,33.65,-117.94
21.5200,4.4211,35.0,5.305970,1.027363,1473.0,3.664179,33.65,-117.93
18.5400,2.7143,31.0,3.461126,0.954424,1252.0,3.356568,33.64,-117.93
27.2000,2.6221,18.0,4.679198,1.067669,871.0,2.182957,33.64,-117.94
19.2900,2.5301,24.0,3.452970,0.980198,1478.0,3.658416,33.64,-117.93
18.8700,3.0708,24.0,4.155483,1.137480,1623.0,2.656301,33.64,-117.92
22.5000,1.6389,24.0,3.294294,0.921922,470.0,1.411411,33.64,-117.94
17.7800,2.7543,15.0,3.933180,1.184332,1335.0,3.076037,33.64,-117.93
35.8800,5.8777,27.0,5.618510,1.085779,1082.0,2.442438,33.63,-117.95
38.1500,6.0000,27.0,5.210526,1.070175,513.0,3.000000,33.63,-117.95
22.6300,4.6161,10.0,4.281734,1.133127,1332.0,2.061920,33.63,-117.93
27.1600,3.9917,17.0,4.394137,1.007818,2688.0,1.751140,33.63,-117.95
21.3400,4.1029,19.0,4.032995,1.068528,1118.0,2.837563,33.65,-117.91
22.5000,2.7500,5.0,3.889344,1.176230,497.0,2.036885,33.64,-117.92
18.2500,3.4417,15.0,3.087264,1.125000,1330.0,3.136792,33.65,-117.92
22.5000,3.5179,29.0,3.461326,1.035912,1198.0,3.309392,33.65,-117.93
18.1300,2.1074,24.0,3.254902,1.076253,814.0,1.773420,33.65,-117.91
22.5400,0.9702,28.0,2.557647,0.995294,807.0,1.898824,33.65,-117.92
21.1500,4.1026,25.0,3.549683,0.993658,1314.0,2.778013,33.65,-117.92
22.0000,3.1840,20.0,3.863889,1.091667,856.0,2.377778,33.65,-117.92
27.5000,2.7500,27.0,3.412234,1.079787,1063.0,2.827128,33.65,-117.93
24.4600,4.8125,28.0,6.066071,1.066071,1397.0,2.494643,33.68,-117.92
33.6500,8.1001,27.0,7.301455,0.981289,1391.0,2.891892,33.67,-117.93
36.7000,8.1839,26.0,7.900929,0.972136,925.0,2.863777,33.67,-117.94
22.4100,5.5000,16.0,5.097324,1.094891,963.0,2.343066,33.66,-117.94
20.9700,5.2732,15.0,4.811456,1.057279,1015.0,2.422434,33.65,-117.94
22.0100,4.2036,34.0,4.990676,0.990676,1559.0,3.634033,33.65,-117.93
26.3800,5.0100,19.0,6.136792,1.035377,1156.0,2.726415,33.69,-117.93
26.1000,6.4441,26.0,6.017058,1.008529,1258.0,2.682303,33.69,-117.93
24.5600,4.4732,25.0,4.712617,1.060748,1024.0,2.392523,33.68,-117.92
26.4200,5.0690,33.0,6.209790,1.006993,1197.0,2.790210,33.68,-117.93
37.4200,7.4056,26.0,8.044231,1.036538,1504.0,2.892308,33.68,-117.94
43.0900,4.2070,14.0,3.916929,1.056639,3148.0,1.981120,33.67,-117.92
41.4700,9.6062,18.0,8.304878,1.016260,702.0,2.853659,33.66,-117.93
21.3000,3.1483,26.0,3.947867,1.046716,4738.0,3.207854,33.65,-117.93
22.9500,5.2815,30.0,6.392435,1.007092,1289.0,3.047281,33.69,-117.91
21.8400,3.5120,16.0,3.762287,1.075614,5014.0,2.369565,33.67,-117.91
24.9200,4.8359,25.0,6.198420,1.017559,3903.0,3.426690,33.68,-117.9
26.6100,6.1601,26.0,6.395408,1.002551,1333.0,3.400510,33.67,-117.9
26.0300,5.0853,26.0,5.916497,1.026477,1452.0,2.957230,33.68,-117.89
27.5900,6.6833,25.0,6.870968,1.053763,311.0,3.344086,33.67,-117.9
25.3500,4.4625,32.0,5.374341,0.987698,1475.0,2.592267,33.67,-117.91
24.3299,4.0340,26.0,5.162186,1.188172,2681.0,2.402330,33.66,-117.91
18.0900,4.0416,14.0,3.695590,1.079659,1584.0,2.253201,33.65,-117.91
19.3800,3.2250,21.0,3.935484,1.163594,1099.0,2.532258,33.66,-117.91
16.1000,3.1667,22.0,3.803838,1.000000,1952.0,2.081023,33.66,-117.9
19.2600,6.6369,4.0,5.428571,1.083333,623.0,7.416667,33.66,-117.9
31.6600,5.4220,13.0,6.287611,1.058786,4071.0,2.573325,33.69,-117.9
27.5000,3.7174,4.0,3.567939,1.172519,983.0,1.500763,33.69,-117.87
18.1300,3.3409,8.0,3.849745,1.148796,2389.0,1.742524,33.68,-117.89
23.3100,5.2138,20.0,5.330000,0.976000,2734.0,2.734000,33.69,-117.88
15.2800,3.1520,21.0,4.487500,1.015000,2246.0,5.615000,33.71,-117.86
15.7500,3.3750,36.0,5.162162,1.135135,208.0,5.621622,33.71,-117.86
15.5500,4.9147,16.0,5.470209,1.104670,1924.0,3.098229,33.71,-117.87
26.2500,3.5326,13.0,3.178363,0.994152,817.0,2.388889,33.71,-117.87
26.6400,4.9153,17.0,5.203883,0.982201,1916.0,3.100324,33.7,-117.87
24.6000,5.0956,21.0,5.808917,1.041401,2266.0,3.608280,33.7,-117.87
18.4900,4.1000,27.0,5.522491,1.027682,1703.0,5.892734,33.71,-117.88
18.5200,3.5551,30.0,4.712737,0.972900,1914.0,5.186992,33.71,-117.88
24.5000,3.1742,20.0,4.228710,1.238443,1403.0,3.413625,33.71,-117.88
22.5800,5.4836,18.0,5.271605,0.920988,1464.0,3.614815,33.7,-117.88
11.6700,3.4835,17.0,3.825243,1.153099,2966.0,2.215086,33.7,-117.88
24.0499,5.3254,24.0,7.216216,1.189189,249.0,3.364865,33.7,-117.88
20.5399,3.8029,16.0,4.439528,1.056047,835.0,2.463127,33.7,-117.88
13.7500,3.6875,36.0,3.852174,1.017391,577.0,5.017391,33.72,-117.9
18.2100,4.5607,32.0,4.720930,0.976744,2839.0,5.501938,33.72,-117.91
18.0700,4.3899,33.0,4.812155,1.034991,3150.0,5.801105,33.72,-117.9
15.5200,3.2639,31.0,3.890365,1.016611,1690.0,5.614618,33.73,-117.9
19.7800,4.6500,25.0,5.109412,0.996471,3872.0,4.555294,33.72,-117.89
18.3500,3.6618,23.0,4.591633,1.071713,2493.0,4.966135,33.72,-117.89
17.7500,4.5726,32.0,5.864458,1.069277,1786.0,5.379518,33.73,-117.88
16.5300,3.9844,38.0,5.403042,1.140684,1236.0,4.699620,33.72,-117.88
17.0000,3.8900,36.0,5.805471,1.069909,1593.0,4.841945,33.72,-117.88
26.0500,6.1966,16.0,6.356495,0.951662,2592.0,3.915408,33.71,-117.9
20.2400,4.7422,23.0,5.406844,0.988593,1092.0,4.152091,33.71,-117.89
23.3300,4.5814,24.0,5.796813,1.067729,2663.0,3.536521,33.71,-117.89
25.2000,6.2488,16.0,5.461538,0.903134,1324.0,3.772080,33.71,-117.9
26.6300,6.2452,16.0,6.656904,0.941423,926.0,3.874477,33.71,-117.89
30.5200,6.3427,15.0,8.166667,1.075758,287.0,4.348485,33.71,-117.9
14.5700,3.6505,16.0,4.353846,1.095105,1719.0,2.404196,33.71,-117.91
12.9200,3.2386,13.0,3.537143,1.089524,838.0,1.596190,33.7,-117.89
19.0800,4.6483,12.0,4.747219,1.122346,2153.0,2.176946,33.7,-117.9
16.2500,4.5757,15.0,3.610410,1.082019,982.0,1.548896,33.7,-117.9
15.0500,3.5694,31.0,4.305019,1.034749,1369.0,5.285714,33.73,-117.86
15.7700,2.3333,31.0,3.901961,0.970588,1602.0,5.235294,33.72,-117.86
16.5900,3.5902,39.0,5.116317,1.080775,2789.0,4.505654,33.72,-117.87
17.4000,3.8421,37.0,4.379447,0.982213,2445.0,4.832016,33.72,-117.87
15.0600,3.4130,37.0,3.581454,1.072682,2089.0,5.235589,33.72,-117.86
15.9100,3.5511,32.0,4.222543,0.982659,1909.0,5.517341,33.72,-117.86
11.4999,2.4539,28.0,2.519328,0.964706,3328.0,5.593277,33.73,-117.85
17.5000,2.4211,20.0,3.844544,1.094170,1534.0,2.292975,33.73,-117.84
12.1400,3.1353,22.0,3.644658,1.081633,4715.0,2.830132,33.74,-117.84
13.4600,3.3611,24.0,4.103044,0.953162,910.0,2.131148,33.74,-117.84
11.2500,3.2104,25.0,3.417293,1.084586,1426.0,2.680451,33.74,-117.84
13.1500,2.6770,23.0,3.748454,1.076289,958.0,1.975258,33.74,-117.83
15.4200,1.8000,5.0,3.666667,0.960784,207.0,4.058824,33.75,-117.86
17.3400,1.9309,31.0,3.762821,1.100427,1810.0,3.867521,33.75,-117.86
12.3200,2.9270,6.0,2.488076,0.952305,3157.0,5.019078,33.75,-117.86
11.7500,2.8289,15.0,3.350394,1.169291,1326.0,5.220472,33.76,-117.86
15.9800,2.7059,19.0,3.804878,1.088415,1214.0,3.701220,33.74,-117.85
17.1400,2.5651,27.0,3.794745,1.037767,2936.0,4.821018,33.75,-117.85
16.5300,3.3750,9.0,3.181818,1.036364,1257.0,7.618182,33.74,-117.86
17.5900,4.1250,32.0,4.668919,1.020270,926.0,6.256757,33.74,-117.86
17.0800,2.1992,26.0,2.633774,1.020346,5756.0,5.855544,33.74,-117.85
